,0
2015-05-02,148331.22305509748
2015-05-03,148711.3888438982
2015-05-04,148655.47035980507
2015-05-05,148676.28245714953
2015-05-06,148523.81446896552
2015-05-07,148552.04488640474
2015-05-08,148664.55479709624
2015-05-09,148697.13384597044
2015-05-10,148459.26908813318
2015-05-11,148626.70665003575
2015-05-12,148986.88920490094
2015-05-13,148848.00767187163
2015-05-14,148742.4368581826
2015-05-15,148898.9514802773
2015-05-16,149093.68209857168
2015-05-17,149277.76637601067
2015-05-18,149054.53197294933
2015-05-19,149277.80016674416
2015-05-20,149104.63400575134
2015-05-21,149208.7099074538
2015-05-22,149385.36981222575
2015-05-23,149507.61389317387
2015-05-24,149708.6544296706
2015-05-25,149433.57982032822
2015-05-26,149711.69895754513
2015-05-27,149783.764615211
2015-05-28,149940.61701403334
2015-05-29,150433.0088407402
2015-05-30,150798.84676120547
2015-05-31,151220.26155111002
2015-06-01,161163.61430284628
2015-06-02,160981.7420863745
2015-06-03,161429.53673214218
2015-06-04,161367.64644156615
2015-06-05,161674.703382006
2015-06-06,161775.39037474603
2015-06-07,161713.6370058228
2015-06-08,161790.59301896335
2015-06-09,161871.82279493473
2015-06-10,161954.70753702393
2015-06-11,162028.49504640122
2015-06-12,162192.88185882318
2015-06-13,162506.00143771354
2015-06-14,162909.74559558393
2015-06-15,162727.72044219554
2015-06-16,162547.6450228013
2015-06-17,162522.99015856555
2015-06-18,162706.7670161309
2015-06-19,162722.56567437504
2015-06-20,162397.12153596393
2015-06-21,162261.67895862676
2015-06-22,162387.82617429973
2015-06-23,162656.46860491988
2015-06-24,162508.29159579793
2015-06-25,162499.39683124627
2015-06-26,162904.8169257088
2015-06-27,162980.9484815487
2015-06-28,162904.30557114986
2015-06-29,162973.7565502145
2015-06-30,163202.46606987753
2015-07-01,173301.17661635048
2015-07-02,173450.13205499243
2015-07-03,173721.75175850856
2015-07-04,174078.04014144663
2015-07-05,174046.30168482114
2015-07-06,173979.7552494835
2015-07-07,174141.5446338478
2015-07-08,174212.14999668906
2015-07-09,174074.64116882582
2015-07-10,173883.3101772638
2015-07-11,174025.09444880864
2015-07-12,173774.48218996014
2015-07-13,173710.32348985883
2015-07-14,173914.04009462893
2015-07-15,174270.15641612187
2015-07-16,174350.28549378683
2015-07-17,174507.6796602622
2015-07-18,174549.4124822838
2015-07-19,174757.0219774681
2015-07-20,174825.12075431278
2015-07-21,174914.5385419211
2015-07-22,174652.7166945932
2015-07-23,174665.89180768694
2015-07-24,174785.8589335347
2015-07-25,175024.06922433584
2015-07-26,174734.49060775334
2015-07-27,175101.46149685944
2015-07-28,175425.36633172212
2015-07-29,175687.7257893966
2015-07-30,175911.38751635764
2015-07-31,176094.2659068737
2015-08-01,186300.1241475435
2015-08-02,186695.53750077845
2015-08-03,186810.8289400406
2015-08-04,187397.90740983194
2015-08-05,187845.5595486496
2015-08-06,188131.45893690706
2015-08-07,188119.63743817178
2015-08-08,188292.5714699888
2015-08-09,188257.43836658317
2015-08-10,188318.74713642884
2015-08-11,188134.75417030405
2015-08-12,188128.6145001608
2015-08-13,187842.97003967268
2015-08-14,188285.8112664484
2015-08-15,188906.58698756993
2015-08-16,188909.61074021744
2015-08-17,189470.34140085982
2015-08-18,189485.6935266711
2015-08-19,190201.33335630235
2015-08-20,190151.87364245343
2015-08-21,190160.1974760043
2015-08-22,189902.69416824577
2015-08-23,190052.66598587815
2015-08-24,190404.1629478695
2015-08-25,190513.72196757284
2015-08-26,190702.70394685242
2015-08-27,190739.05544093347
2015-08-28,191127.91457539186
2015-08-29,191537.38893237972
2015-08-30,191743.4131952831
2015-08-31,191228.04532272462
2015-09-01,201089.94902802428
2015-09-02,201454.17292571143
2015-09-03,201530.64054942847
2015-09-04,201542.53229595668
2015-09-05,201546.29614878513
2015-09-06,201416.21185185382
2015-09-07,201386.16343405008
2015-09-08,201615.99380846403
2015-09-09,201652.29688254654
2015-09-10,201306.56076068908
2015-09-11,201362.81277354487
2015-09-12,201177.04990182753
2015-09-13,200994.78860603628
2015-09-14,201318.0305885602
2015-09-15,201393.248860137
2015-09-16,201617.27660191111
2015-09-17,201560.41109568992
2015-09-18,201450.2865674777
2015-09-19,201574.75812810782
2015-09-20,201294.4288590166
2015-09-21,201258.69805864437
2015-09-22,201495.07622725144
2015-09-23,201386.33167327874
2015-09-24,201324.3451765696
2015-09-25,201130.3649875496
2015-09-26,201187.1884502339
2015-09-27,201687.81392459042
2015-09-28,201613.87179715186
2015-09-29,201686.1040694901
2015-09-30,201770.0904331227
2015-10-01,211638.77283868275
2015-10-02,211470.03355296346
2015-10-03,211362.49329839487
2015-10-04,211366.46013044607
2015-10-05,211339.7050687832
2015-10-06,211208.75234344543
2015-10-07,211176.47590185594
2015-10-08,211152.04794967474
2015-10-09,210785.50150434277
2015-10-10,210688.08338787523
2015-10-11,210510.9041171385
2015-10-12,210574.90408054556
2015-10-13,210809.73709735967
2015-10-14,211357.24652516792
2015-10-15,211553.0841657999
2015-10-16,211664.3144893565
2015-10-17,211797.8513632635
2015-10-18,211814.45266072606
2015-10-19,212161.15456862753
2015-10-20,212492.0759013856
2015-10-21,212518.9309460487
2015-10-22,212854.33266595984
2015-10-23,213265.59329527302
2015-10-24,213311.1480918362
2015-10-25,213172.83695129916
2015-10-26,213194.69527773562
2015-10-27,213085.15648420952
2015-10-28,212998.26591207352
2015-10-29,213140.21167225164
2015-10-30,213546.05780814728
2015-10-31,213754.210763993
2015-11-01,223637.50091007372
2015-11-02,223721.21407995556
2015-11-03,224053.2915954632
2015-11-04,223970.18384195858
2015-11-05,224251.5173125116
2015-11-06,223810.45045502007
2015-11-07,223631.7787204397
2015-11-08,223295.51186551788
2015-11-09,223538.7515549375
2015-11-10,223517.55925112986
2015-11-11,223663.61670114184
2015-11-12,223701.58380952975
2015-11-13,223597.21114531293
2015-11-14,223980.30797767578
2015-11-15,224056.37008206802
2015-11-16,224043.9632417204
2015-11-17,224072.59435428423
2015-11-18,224380.7952309837
2015-11-19,223910.97608363174
2015-11-20,223613.62272190335
2015-11-21,223817.19475458167
2015-11-22,223634.20349950617
2015-11-23,223694.1882878349
2015-11-24,223824.6868062992
2015-11-25,223552.68418488652
2015-11-26,223834.42061885603
2015-11-27,223747.8378821666
2015-11-28,223841.5283343899
2015-11-29,223542.39874113514
2015-11-30,223630.79264844087
2015-12-01,234034.09394394464
2015-12-02,233980.42379815743
2015-12-03,233992.06304883584
2015-12-04,234336.24807810335
2015-12-05,233761.14311036843
2015-12-06,233415.85746311455
2015-12-07,233701.62038746884
2015-12-08,233506.9850316487
2015-12-09,233494.6166808221
2015-12-10,233242.67355589318
2015-12-11,233671.7831646995
2015-12-12,233604.8171420215
2015-12-13,233432.59638680128
2015-12-14,233406.85211599135
2015-12-15,233275.26832353717
2015-12-16,233450.3803246463
2015-12-17,233174.0889261546
2015-12-18,232915.8469478581
2015-12-19,232791.97739237294
2015-12-20,232803.01895703012
2015-12-21,232750.1408084972
2015-12-22,232839.9701912972
2015-12-23,233216.38980846066
2015-12-24,233806.27785650617
2015-12-25,234016.56440290948
2015-12-26,234225.0941358957
2015-12-27,234240.2422053657
2015-12-28,234274.69103351724
2015-12-29,234492.22649928275
2015-12-30,234587.93556594834
2015-12-31,234596.67696949377
2016-01-01,344379.33943192445
2016-01-02,344902.8305981752
2016-01-03,344940.92203078343
2016-01-04,345208.70930457383
2016-01-05,345109.039289653
2016-01-06,345020.54329702613
2016-01-07,345045.5239155756
2016-01-08,345282.9653590481
2016-01-09,345673.9530842061
2016-01-10,345616.2263946999
2016-01-11,345538.79899012414
2016-01-12,345505.54945432424
2016-01-13,345672.01970047917
2016-01-14,345776.2759005277
2016-01-15,345933.9579458792
2016-01-16,345929.25053925323
2016-01-17,345934.56805736956
2016-01-18,345842.00581915217
2016-01-19,345722.4197389849
2016-01-20,345619.7074770278
2016-01-21,345687.6372806021
2016-01-22,345686.85786419216
2016-01-23,345893.7759679499
2016-01-24,345944.8497719356
2016-01-25,345695.19161536475
2016-01-26,345951.06426578545
2016-01-27,345941.45907622034
2016-01-28,346062.3858279546
2016-01-29,346533.5501420745
2016-01-30,346227.31275138434
2016-01-31,346110.31725374924
2016-02-01,356309.0486948765
2016-02-02,356019.6338572603
2016-02-03,355706.7459662981
2016-02-04,355863.3515081804
2016-02-05,356502.82603539515
2016-02-06,356642.9742693956
2016-02-07,356895.8576580318
2016-02-08,356835.98164143716
2016-02-09,356968.3077148968
2016-02-10,357363.03812662745
2016-02-11,357368.9636130908
2016-02-12,357034.2362000848
2016-02-13,357314.6654504669
2016-02-14,357512.0795650837
2016-02-15,357834.85690722964
2016-02-16,358249.5420424713
2016-02-17,358462.71573511086
2016-02-18,358626.247740854
2016-02-19,358509.9489083423
2016-02-20,358703.1275371897
2016-02-21,359177.1375285452
2016-02-22,359531.1633692931
2016-02-23,359795.54798553983
2016-02-24,360164.0155830568
2016-02-25,360305.46153109276
2016-02-26,360798.0332884728
2016-02-27,360945.9863702462
2016-02-28,361430.9647994564
2016-02-29,361706.60091819026
2016-03-01,371405.8121063974
2016-03-02,371684.251489835
2016-03-03,371460.68477698707
2016-03-04,371575.83991846035
2016-03-05,371481.41768250184
2016-03-06,371819.30778054416
2016-03-07,371844.08413752133
2016-03-08,371882.39207558025
2016-03-09,371876.1167647318
2016-03-10,371890.1898302502
2016-03-11,371987.44429006317
2016-03-12,372022.70165831165
2016-03-13,371990.71060406714
2016-03-14,371955.71821778617
2016-03-15,371799.04316781426
2016-03-16,371658.4316195686
2016-03-17,371938.06799450185
2016-03-18,372139.2951519351
2016-03-19,372289.90802864317
2016-03-20,372226.948361946
2016-03-21,372196.39002526226
2016-03-22,372902.8346035845
2016-03-23,372359.02682653704
2016-03-24,372098.40183472907
2016-03-25,372096.92999212304
2016-03-26,372164.29479485797
2016-03-27,372281.1994952467
2016-03-28,372451.22079857695
2016-03-29,372765.3014122401
2016-03-30,372808.87831805105
2016-03-31,372586.2025734849
2016-04-01,382524.134312277
2016-04-02,382969.54907066247
2016-04-03,383204.0118769264
2016-04-04,383319.51358922775
2016-04-05,383351.2926696086
2016-04-06,383461.4667712588
2016-04-07,383721.0183456618
2016-04-08,383797.6579055857
2016-04-09,384008.62333820784
2016-04-10,384153.28615948826
2016-04-11,384292.53862914443
2016-04-12,384296.9673308422
2016-04-13,384474.3880642282
2016-04-14,384884.7419077003
2016-04-15,384978.227410111
2016-04-16,385137.8914972993
2016-04-17,385431.59498997213
2016-04-18,385569.54432176286
2016-04-19,385949.95505739393
2016-04-20,385967.87737662427
2016-04-21,385860.3785089566
2016-04-22,386282.7255231777
2016-04-23,386284.12772732414
2016-04-24,386232.22610732535
2016-04-25,386255.8813334344
2016-04-26,385829.35500723054
2016-04-27,385957.73862969107
2016-04-28,385623.82812368486
2016-04-29,385959.5373761564
2016-04-30,386217.82804336195
2016-05-01,396103.4453750327
2016-05-02,396463.36003533675
2016-05-03,396308.65934921335
2016-05-04,395897.86538492853
2016-05-05,396122.5613405984
2016-05-06,395850.04641362495
2016-05-07,396070.861131157
2016-05-08,395995.1797239949
2016-05-09,396302.0651182873
2016-05-10,396288.138556145
2016-05-11,396074.09028274484
2016-05-12,396050.4400279001
2016-05-13,396325.0025113609
2016-05-14,396297.5632714456
2016-05-15,396315.33306380233
2016-05-16,396423.5599775901
2016-05-17,396362.97153949994
2016-05-18,396217.4725637671
2016-05-19,396685.34812764125
2016-05-20,396437.1948995223
2016-05-21,396916.04438876355
2016-05-22,396505.1930910456
2016-05-23,396266.56143862044
2016-05-24,396122.07954146486
2016-05-25,396670.88071407506
2016-05-26,396544.32636609866
2016-05-27,396768.308508114
2016-05-28,396990.862664147
2016-05-29,397330.6785633352
2016-05-30,397146.73369588074
2016-05-31,397210.574281306
2016-06-01,407394.77175366366
2016-06-02,407399.83171150426
2016-06-03,407556.6152755462
2016-06-04,407598.4637321234
2016-06-05,407180.2330656651
2016-06-06,407001.40237115504
2016-06-07,406658.73292922205
2016-06-08,406421.8550628208
2016-06-09,406251.3001718961
2016-06-10,406335.20214114303
2016-06-11,406204.93783421227
2016-06-12,406500.7667377528
2016-06-13,406353.243972356
2016-06-14,406625.73075563903
2016-06-15,406764.17354904604
2016-06-16,406878.8424675626
2016-06-17,406789.0658145074
2016-06-18,406902.98829615186
2016-06-19,407241.9134282536
2016-06-20,407357.8231071933
2016-06-21,407655.02844864666
2016-06-22,407594.35239249805
2016-06-23,407805.95054220967
2016-06-24,408162.0609083227
2016-06-25,408419.5963263433
2016-06-26,408602.31861758
2016-06-27,408778.522867492
2016-06-28,409201.37990849384
2016-06-29,409403.77526394685
2016-06-30,409538.08399137954
2016-07-01,419453.6814975115
2016-07-02,419300.49384092574
2016-07-03,418899.6109973857
2016-07-04,418662.2661569397
2016-07-05,418635.3897559494
2016-07-06,418636.1060269564
2016-07-07,418435.52346674935
2016-07-08,418366.1486432956
2016-07-09,418048.61205057043
2016-07-10,418190.5292257201
2016-07-11,418098.2600574709
2016-07-12,418033.2531301691
2016-07-13,418087.34492369136
2016-07-14,418245.50907531334
2016-07-15,418970.28043785994
2016-07-16,419144.26435870334
2016-07-17,418907.884282951
2016-07-18,418855.3914110223
2016-07-19,419016.841919421
2016-07-20,418852.9547983513
2016-07-21,419017.3275200498
2016-07-22,419013.1363514762
2016-07-23,418907.8772951169
2016-07-24,419106.41387688514
2016-07-25,419567.55390183756
2016-07-26,419888.62905993586
2016-07-27,420190.2741654743
2016-07-28,420203.8302271288
2016-07-29,420421.2633525117
2016-07-30,420898.09361121035
2016-07-31,420793.79953784525
2016-08-01,431079.8280600188
2016-08-02,431198.5712371686
2016-08-03,431804.39683179476
2016-08-04,431654.39917117805
2016-08-05,432115.4888834069
2016-08-06,432670.2186939684
2016-08-07,432710.0958142284
2016-08-08,432811.17676130036
2016-08-09,433064.286474861
2016-08-10,433368.55067142355
2016-08-11,432714.7093287661
2016-08-12,432676.49424524006
2016-08-13,432527.21014170547
2016-08-14,432516.89810919564
2016-08-15,432766.87305074494
2016-08-16,432707.91933806497
2016-08-17,432951.73895005614
2016-08-18,432615.0956093572
2016-08-19,432448.5204718103
2016-08-20,432740.0643247513
2016-08-21,433482.3907513103
2016-08-22,434234.4711768762
2016-08-23,434246.7908008022
2016-08-24,434377.5842394381
2016-08-25,434666.662610887
2016-08-26,434947.3233411104
2016-08-27,434763.4323909546
2016-08-28,434461.90614424984
2016-08-29,434388.4533061839
2016-08-30,434271.1591581154
2016-08-31,434674.5977017344
2016-09-01,444622.6122595968
2016-09-02,445140.75596590096
2016-09-03,445320.93761206523
2016-09-04,445525.1586180026
2016-09-05,445661.10410639993
2016-09-06,446018.9589929062
2016-09-07,446143.9734388632
2016-09-08,445782.3979496608
2016-09-09,446095.8129490176
2016-09-10,445849.44474515296
2016-09-11,446118.7551212848
2016-09-12,445862.4432888002
2016-09-13,445834.64254337957
2016-09-14,445870.4715969127
2016-09-15,446460.53018481587
2016-09-16,446414.2553762418
2016-09-17,446316.3167297634
2016-09-18,446186.7443494023
2016-09-19,446934.34270246915
2016-09-20,447656.34749219846
2016-09-21,447676.24071877677
2016-09-22,447958.3360841283
2016-09-23,448178.12095967203
2016-09-24,448303.9913832871
2016-09-25,448662.9576292998
2016-09-26,448915.52397110825
2016-09-27,449032.99793936027
2016-09-28,449041.32995482517
2016-09-29,449273.83037342725
2016-09-30,449608.9227179965
2016-10-01,459699.7407095587
2016-10-02,459578.53337935376
2016-10-03,460156.1655374352
2016-10-04,460690.86607532046
2016-10-05,460901.15438958385
2016-10-06,461266.5925634281
2016-10-07,461329.98481127585
2016-10-08,461508.10216806486
2016-10-09,461797.07469456445
2016-10-10,462224.404881507
2016-10-11,461864.263436423
2016-10-12,461817.02782230335
2016-10-13,462050.8774464603
2016-10-14,461850.4881448225
2016-10-15,461677.74243043794
2016-10-16,461928.9753770827
2016-10-17,461793.8746378572
2016-10-18,461860.8371055346
2016-10-19,461894.04138089484
2016-10-20,462068.33004469704
2016-10-21,461854.7120469939
2016-10-22,461964.8944524555
2016-10-23,462078.3223175384
2016-10-24,462014.4358134188
2016-10-25,462487.0256779195
2016-10-26,462828.1996481706
2016-10-27,462961.7588859106
2016-10-28,462956.911248651
2016-10-29,462908.8813415112
2016-10-30,463106.71670111676
2016-10-31,463332.6323476129
2016-11-01,473382.45463510323
2016-11-02,473380.0908635409
2016-11-03,473557.90989264846
2016-11-04,473221.4442953472
2016-11-05,473301.0487740834
2016-11-06,473645.7075531577
2016-11-07,473312.12348111323
2016-11-08,473299.2592246292
2016-11-09,473200.53429066547
2016-11-10,472835.71222730266
2016-11-11,472798.18214513815
2016-11-12,472448.84285792627
2016-11-13,472339.26843684097
2016-11-14,471799.02946097386
2016-11-15,471886.53486543
2016-11-16,471888.77059183345
2016-11-17,472281.75632182695
2016-11-18,472311.96627550723
2016-11-19,472204.33278816077
2016-11-20,472363.8654346919
2016-11-21,471828.5176892114
2016-11-22,472002.93126693333
2016-11-23,472610.43557252444
2016-11-24,472645.3059607216
2016-11-25,472438.83685104235
2016-11-26,472796.3196802684
2016-11-27,473223.7311979648
2016-11-28,473185.6341645407
2016-11-29,472849.46219799627
2016-11-30,472967.45104007795
2016-12-01,483036.4257183431
2016-12-02,483186.7102508414
2016-12-03,483520.0822942902
2016-12-04,483518.8971492485
2016-12-05,484058.1834383494
2016-12-06,484013.0986760397
2016-12-07,483988.3175937182
2016-12-08,484475.04805031966
2016-12-09,484755.99473246007
2016-12-10,484973.4130607256
2016-12-11,485493.51227600145
2016-12-12,485834.87511055695
2016-12-13,486151.17713562754
2016-12-14,486303.02008000994
2016-12-15,486343.679532008
2016-12-16,486255.0951563245
2016-12-17,486818.6569410797
2016-12-18,487062.0025001052
2016-12-19,486882.9564014755
2016-12-20,487208.9850207394
2016-12-21,487717.5503065435
2016-12-22,487502.8417242497
2016-12-23,487481.67167470965
2016-12-24,487714.0847652551
2016-12-25,487347.0736129239
2016-12-26,487736.4983342554
2016-12-27,487922.0197854616
2016-12-28,487913.5603651104
2016-12-29,488062.98238385096
2016-12-30,488100.1190099072
2016-12-31,487964.0469944369
2017-01-01,598239.1023151064
2017-01-02,597524.7315767824
2017-01-03,597117.4361099845
2017-01-04,597045.1669939235
2017-01-05,597014.1357991935
2017-01-06,596819.8279053549
2017-01-07,597388.338349283
2017-01-08,597508.7259192765
2017-01-09,597231.4887405961
2017-01-10,597794.1070043143
2017-01-11,597881.67441416
2017-01-12,597837.8580871256
2017-01-13,598128.6800569143
2017-01-14,598150.2314923127
2017-01-15,598404.2621664436
2017-01-16,598500.5780335399
2017-01-17,598479.9091470387
2017-01-18,598397.573438536
2017-01-19,598607.0598662215
2017-01-20,598951.4518652947
2017-01-21,599477.98509261
2017-01-22,599498.3308355375
2017-01-23,598960.4823821903
2017-01-24,598773.14148043
2017-01-25,599072.3408489096
2017-01-26,599287.455654585
2017-01-27,599290.2341517648
2017-01-28,599411.9005534815
2017-01-29,598777.0615065988
2017-01-30,598697.0857890802
2017-01-31,599006.4444824733
2017-02-01,608828.1714483084
2017-02-02,609014.5723012271
2017-02-03,609576.7774080585
2017-02-04,609564.8842637301
2017-02-05,609343.1426783599
2017-02-06,609676.8129557323
2017-02-07,610093.8201380643
2017-02-08,610459.5688447261
2017-02-09,610835.7347449814
2017-02-10,610434.6553586252
2017-02-11,610679.4586455284
2017-02-12,610848.390387312
2017-02-13,611171.0463778672
2017-02-14,611431.2724789467
2017-02-15,611660.3886847184
2017-02-16,611457.045660394
2017-02-17,611728.5968921173
2017-02-18,611849.1383542424
2017-02-19,612018.2993593236
2017-02-20,612719.7708275842
2017-02-21,613339.8995525464
2017-02-22,613107.4339666406
2017-02-23,612981.605124805
2017-02-24,612692.5823859413
2017-02-25,613594.532148038
2017-02-26,613464.8998412179
2017-02-27,613521.0008045484
2017-02-28,613382.7913389204
2017-03-01,623853.1639952278
2017-03-02,624305.6639251171
2017-03-03,624869.542076092
2017-03-04,624828.792773871
2017-03-05,624920.7147671761
2017-03-06,624636.759834474
2017-03-07,624906.8806835632
2017-03-08,624957.8478251542
2017-03-09,624859.9241733613
2017-03-10,624946.9362643027
2017-03-11,625140.1885742473
2017-03-12,625209.2745334619
2017-03-13,625356.5422936099
2017-03-14,625537.2360466297
2017-03-15,626097.5835205868
2017-03-16,626484.2215011737
2017-03-17,625943.5391990828
2017-03-18,626103.3104522552
2017-03-19,626362.2020535008
2017-03-20,626164.0843759374
2017-03-21,626162.9927115642
2017-03-22,626083.9980707715
2017-03-23,626422.7427288783
2017-03-24,626364.4409297579
2017-03-25,626551.6130730774
2017-03-26,626274.3816666075
2017-03-27,626422.0162555564
2017-03-28,626648.1686894947
2017-03-29,626681.3320401382
2017-03-30,626370.9104029671
2017-03-31,626289.4592110709
2017-04-01,636406.1233232244
2017-04-02,636826.817106797
2017-04-03,636303.4680652438
2017-04-04,636756.9263609282
2017-04-05,637003.7296778181
2017-04-06,636408.9128144433
2017-04-07,636998.868095076
2017-04-08,636918.9091069627
2017-04-09,637239.0325386259
2017-04-10,637229.7265308816
2017-04-11,637325.2683218779
2017-04-12,637893.0638010643
2017-04-13,638352.0664008899
2017-04-14,638127.2701091844
2017-04-15,638329.3785750058
2017-04-16,638553.684798692
2017-04-17,638611.5879823569
2017-04-18,638184.6147781564
2017-04-19,638890.2934841411
2017-04-20,639074.0403523433
2017-04-21,638759.9481987287
2017-04-22,638659.6592389432
2017-04-23,639130.2782710593
2017-04-24,639529.6672120737
2017-04-25,639878.8221997414
2017-04-26,640005.4141649096
2017-04-27,640473.4425226345
2017-04-28,640299.0848808457
2017-04-29,640618.1326401496
2017-04-30,640646.4322105988
2017-05-01,650555.2308908567
2017-05-02,651054.3483130451
2017-05-03,651614.7589199946
2017-05-04,651514.9495105048
2017-05-05,651201.7663323296
2017-05-06,651157.5473440827
2017-05-07,651144.279828758
2017-05-08,651528.0304792639
2017-05-09,652222.3175527363
2017-05-10,652153.0208006923
2017-05-11,652829.284933973
2017-05-12,653322.0935739719
2017-05-13,653830.898725921
2017-05-14,653900.7283048189
2017-05-15,653704.7166603401
2017-05-16,653592.3449914815
2017-05-17,654526.8845364301
2017-05-18,654267.7021887691
2017-05-19,653677.560668818
2017-05-20,653536.1905225462
2017-05-21,654085.6571471968
2017-05-22,654595.5680499098
2017-05-23,655296.9475336699
2017-05-24,655918.8039946123
2017-05-25,656548.0815149316
2017-05-26,656368.1323416408
2017-05-27,656578.0438244462
2017-05-28,656455.1962227303
2017-05-29,656909.5455162644
2017-05-30,656204.7153793664
2017-05-31,655581.3113376095
2017-06-01,665367.0871300037
2017-06-02,665113.4422770957
2017-06-03,664963.0889816721
2017-06-04,665116.7006575557
2017-06-05,665191.7468566365
2017-06-06,665665.0110344174
2017-06-07,665160.8642913722
2017-06-08,665623.4102672861
2017-06-09,665766.3021538387
2017-06-10,665948.4368123347
2017-06-11,665986.6274317224
2017-06-12,666105.4726468886
2017-06-13,666481.332043933
2017-06-14,666084.3921005533
2017-06-15,666195.2806271542
2017-06-16,666244.9688927493
2017-06-17,666492.6147387176
2017-06-18,666665.75672785
2017-06-19,667093.7275861871
2017-06-20,667758.4440841624
2017-06-21,668024.6478289604
2017-06-22,668036.3595885647
2017-06-23,668822.7402264252
2017-06-24,669263.7700706475
2017-06-25,669264.159155962
2017-06-26,669376.326047352
2017-06-27,669611.6293126971
2017-06-28,669559.2131813262
2017-06-29,669187.422755821
2017-06-30,669181.4167844356
2017-07-01,680010.5917434851
2017-07-02,680152.334231907
2017-07-03,680138.5772683013
2017-07-04,680187.0684355018
2017-07-05,679958.798464528
2017-07-06,679748.5884443037
2017-07-07,680027.604739452
2017-07-08,679674.5128295294
2017-07-09,680272.1247084243
2017-07-10,680520.4733911995
2017-07-11,680556.4879439629
2017-07-12,681140.1047685706
2017-07-13,681399.3558449335
2017-07-14,681421.523196043
2017-07-15,681279.5516303258
2017-07-16,681569.1976554001
2017-07-17,681600.315177494
2017-07-18,682237.9139367685
2017-07-19,682146.7120699415
2017-07-20,681598.0134265271
2017-07-21,681357.8052204277
2017-07-22,681277.3162471768
2017-07-23,681529.0205758873
2017-07-24,681215.868082925
2017-07-25,681354.9750451309
