,0
2022-04-02,1044174.5367483493
2022-04-03,1046967.2306785873
2022-04-04,1047891.5793127625
2022-04-05,1046930.7894284334
2022-04-06,1048004.9454973695
2022-04-07,1049430.9569884897
2022-04-08,1049162.9381934134
2022-04-09,1049432.9754043669
2022-04-10,1052159.7725165267
2022-04-11,1049911.781981942
2022-04-12,1050233.596104669
2022-04-13,1050580.0362836157
2022-04-14,1051255.7153197825
2022-04-15,1052623.8166494565
2022-04-16,1052257.4714427995
2022-04-17,1051181.69430053
2022-04-18,1052078.1770680835
2022-04-19,1053382.3568455824
2022-04-20,1051342.1126593803
2022-04-21,1050565.0119009358
2022-04-22,1051356.138369835
2022-04-23,1051462.370564816
2022-04-24,1051356.9975431084
2022-04-25,1051451.1582257543
2022-04-26,1054577.832055731
2022-04-27,1051446.2204474644
2022-04-28,1052851.440600051
2022-04-29,1051736.2134621246
2022-04-30,1050386.5318801503
2022-05-01,1050864.4767093055
2022-05-02,1054742.6220344598
2022-05-03,1055053.508746295
2022-05-04,1055581.7009349545
2022-05-05,1053480.7899836726
2022-05-06,1052333.555893867
2022-05-07,1049394.248191074
2022-05-08,1047492.0567313307
2022-05-09,1047641.3361885431
2022-05-10,1049363.2288059033
2022-05-11,1052816.298925386
2022-05-12,1054670.3219738374
2022-05-13,1055597.5102738133
2022-05-14,1055217.9673705425
2022-05-15,1056825.4133338337
2022-05-16,1056411.5655793727
2022-05-17,1057348.3041778598
2022-05-18,1060166.0807509962
2022-05-19,1061173.4662175693
2022-05-20,1064209.2042451983
2022-05-21,1064225.2862047846
2022-05-22,1063934.4172632387
2022-05-23,1065648.4762222853
2022-05-24,1065207.7946441285
2022-05-25,1068481.9983039605
2022-05-26,1068480.0756357135
2022-05-27,1071244.4336903556
2022-05-28,1071488.90981807
2022-05-29,1072721.2995916926
2022-05-30,1076021.1258381822
2022-05-31,1077780.415178674
2022-06-01,1078905.3516475498
2022-06-02,1080830.7175942315
2022-06-03,1081583.4850286786
2022-06-04,1082493.6215292283
2022-06-05,1085033.8330264045
2022-06-06,1086233.348962973
2022-06-07,1091605.1440364684
2022-06-08,1093297.3760233708
2022-06-09,1093637.549460499
2022-06-10,1098286.088828716
2022-06-11,1099380.7026365232
2022-06-12,1100505.2244438606
2022-06-13,1102877.5870745163
2022-06-14,1102203.5723636886
2022-06-15,1101267.5878913933
2022-06-16,1103018.4268364217
2022-06-17,1106031.4434801044
2022-06-18,1109378.564034282
2022-06-19,1111250.506547065
2022-06-20,1113687.0215484523
2022-06-21,1114751.7154733932
2022-06-22,1114023.6136288948
2022-06-23,1115351.787394883
2022-06-24,1114947.2301568752
2022-06-25,1114836.0529102988
2022-06-26,1111677.3450203878
2022-06-27,1111222.688647501
2022-06-28,1112075.534441349
2022-06-29,1113942.7703382208
2022-06-30,1114411.2645382006
2022-07-01,1117179.8793389103
2022-07-02,1115480.363429057
2022-07-03,1119795.5357751844
2022-07-04,1120009.4829554155
2022-07-05,1120879.8083370256
2022-07-06,1123912.5048214283
2022-07-07,1122507.645130621
2022-07-08,1121607.9881858244
2022-07-09,1120076.7312974387
2022-07-10,1122049.699903115
2022-07-11,1123299.2649864466
2022-07-12,1121027.1900199268
2022-07-13,1124719.5689980055
2022-07-14,1125622.1895217092
2022-07-15,1125952.1333145804
2022-07-16,1130428.8610029786
2022-07-17,1134134.7496940738
2022-07-18,1131381.0002107783
2022-07-19,1134745.6170672383
2022-07-20,1133929.0323375307
2022-07-21,1135302.5932524814
2022-07-22,1136740.743769319
2022-07-23,1138734.8200882627
2022-07-24,1137448.0465318235
2022-07-25,1136665.0318509084
2022-07-26,1136715.279762326
2022-07-27,1137437.5355881308
2022-07-28,1138102.9837670818
2022-07-29,1138846.5582117962
2022-07-30,1137130.6726203607
2022-07-31,1138492.0757552646
2022-08-01,1139000.371355476
2022-08-02,1135629.0016602955
2022-08-03,1139627.54215863
2022-08-04,1139182.7653640173
2022-08-05,1141504.9793077528
2022-08-06,1139671.6500953967
2022-08-07,1140303.71231995
2022-08-08,1140649.9169359808
2022-08-09,1139255.0488133328
2022-08-10,1137369.8900389485
2022-08-11,1138771.035814549
2022-08-12,1140924.6538800106
2022-08-13,1142309.2397308222
2022-08-14,1143802.7356151291
2022-08-15,1146647.5378472093
2022-08-16,1148859.0472510436
2022-08-17,1147469.3883898465
2022-08-18,1147007.5381601667
2022-08-19,1149131.0044615148
2022-08-20,1151342.123646897
2022-08-21,1151508.1914247659
2022-08-22,1153813.7245633388
2022-08-23,1153664.8806218458
2022-08-24,1153745.9584180168
2022-08-25,1153747.3450763272
2022-08-26,1157285.7783508482
2022-08-27,1159556.7419838435
2022-08-28,1161431.4432662425
2022-08-29,1157113.911546716
2022-08-30,1156977.7578938997
2022-08-31,1154449.2087761066
2022-09-01,1150401.1645385257
2022-09-02,1149435.2454226634
2022-09-03,1149965.8818909994
2022-09-04,1150335.4087746893
2022-09-05,1152854.3189672085
2022-09-06,1153316.4049588547
2022-09-07,1153183.811397937
2022-09-08,1156241.1542537417
2022-09-09,1158034.1276375754
2022-09-10,1158880.9704909334
2022-09-11,1162094.1159989461
2022-09-12,1164906.286148199
2022-09-13,1165699.7760392693
2022-09-14,1170387.2190874312
2022-09-15,1171048.2200683448
2022-09-16,1170926.3301966293
2022-09-17,1172563.7242643298
2022-09-18,1174163.6506667833
2022-09-19,1175308.6705158753
2022-09-20,1176473.9500534774
2022-09-21,1178369.8263913782
2022-09-22,1183419.2940880682
2022-09-23,1184006.314406225
2022-09-24,1182923.9354748721
2022-09-25,1183430.9611202064
2022-09-26,1186422.0532189736
2022-09-27,1188670.7977002594
2022-09-28,1187152.1212415302
2022-09-29,1188148.4884439043
2022-09-30,1191214.7677455756
2022-10-01,1192624.3042674612
2022-10-02,1190562.8414688744
2022-10-03,1191809.149401348
2022-10-04,1190813.0906585602
2022-10-05,1191127.1524189285
2022-10-06,1190597.8830967322
2022-10-07,1188217.0219746944
2022-10-08,1187737.3319612357
2022-10-09,1190214.0515882813
2022-10-10,1191075.236762424
2022-10-11,1191432.5445353158
2022-10-12,1195571.5691281112
2022-10-13,1198035.8334242334
2022-10-14,1200112.5127210182
2022-10-15,1201227.1047379116
2022-10-16,1206149.3325030706
2022-10-17,1206161.1874136429
2022-10-18,1207056.7242767205
2022-10-19,1207284.8541169332
2022-10-20,1206233.3751523595
2022-10-21,1203372.414867405
2022-10-22,1201258.3605584565
2022-10-23,1203523.5140334459
2022-10-24,1202143.0141925658
2022-10-25,1205839.4142088096
2022-10-26,1207497.4109688897
2022-10-27,1210998.9736076444
2022-10-28,1211170.2143935247
2022-10-29,1211612.5602825854
2022-10-30,1215038.344454798
2022-10-31,1216232.5899784456
2022-11-01,1215379.935894524
2022-11-02,1213091.3271273002
2022-11-03,1213201.9921803777
2022-11-04,1213105.8622735003
2022-11-05,1215875.121799703
2022-11-06,1213747.8045575768
2022-11-07,1214112.6698286475
2022-11-08,1215902.9296560506
2022-11-09,1217032.5536941183
2022-11-10,1219417.444773158
2022-11-11,1222392.1823652026
2022-11-12,1221716.8300455876
2022-11-13,1222977.6907195894
2022-11-14,1224847.7971167634
2022-11-15,1230410.2515211515
2022-11-16,1230906.8813904156
2022-11-17,1230426.42593216
2022-11-18,1227929.0867266718
2022-11-19,1230116.2866874142
2022-11-20,1230521.4306628034
2022-11-21,1231253.96453829
2022-11-22,1231778.2482680802
2022-11-23,1233095.7800587984
2022-11-24,1232501.0965916703
2022-11-25,1231133.1974702345
2022-11-26,1230001.3886537505
2022-11-27,1234324.2642018292
2022-11-28,1233944.8486887093
2022-11-29,1232713.9504689956
2022-11-30,1234932.3404965505
2022-12-01,1235309.9334786832
2022-12-02,1233732.0792227497
2022-12-03,1232334.2904503415
2022-12-04,1233508.9899919564
2022-12-05,1234370.1256538485
2022-12-06,1235076.6292091962
2022-12-07,1234671.4512787836
2022-12-08,1236332.001688714
2022-12-09,1240738.408195588
2022-12-10,1242772.140201337
2022-12-11,1241146.0778749976
2022-12-12,1241785.4482519764
2022-12-13,1245303.4369595589
2022-12-14,1247073.1661711498
2022-12-15,1242834.6631447216
2022-12-16,1243886.2247438256
2022-12-17,1241064.1575132774
2022-12-18,1241800.0217694002
2022-12-19,1247582.6272715575
2022-12-20,1248911.7343075913
2022-12-21,1251680.9689253448
2022-12-22,1255734.8944763672
2022-12-23,1259065.2907113265
2022-12-24,1254708.5578304504
2022-12-25,1256951.81688546
2022-12-26,1257290.3592363917
2022-12-27,1258135.830750896
2022-12-28,1256673.169372895
2022-12-29,1255330.400349653
2022-12-30,1255026.4346302971
2022-12-31,1255965.7750097134
2023-01-01,1252716.090661709
2023-01-02,1254096.7048912158
2023-01-03,1254944.2270940787
2023-01-04,1257094.2591318274
2023-01-05,1256877.2931540294
2023-01-06,1256991.8070031044
2023-01-07,1259763.619037537
2023-01-08,1261473.0247239312
2023-01-09,1265288.8998808279
2023-01-10,1262888.0063110837
2023-01-11,1262793.015779531
2023-01-12,1266349.3283727418
2023-01-13,1267244.9280954746
2023-01-14,1266488.8150381744
2023-01-15,1265998.0867817781
2023-01-16,1268410.071494871
2023-01-17,1267920.7380404621
2023-01-18,1270604.6000776733
2023-01-19,1271958.8601655487
2023-01-20,1269557.7036585486
2023-01-21,1268693.4495848645
2023-01-22,1266814.420730012
2023-01-23,1266606.3543760765
2023-01-24,1268161.5675026341
2023-01-25,1269561.860308392
2023-01-26,1272007.0136252008
2023-01-27,1279863.3814985405
2023-01-28,1284244.397565695
2023-01-29,1284933.6745148164
2023-01-30,1282230.4543558124
2023-01-31,1283222.8477177753
2023-02-01,1280577.1924131438
2023-02-02,1280769.2650998603
2023-02-03,1282209.5865864772
2023-02-04,1283230.1747129129
2023-02-05,1286255.3948490466
2023-02-06,1285585.5277923956
2023-02-07,1284504.4012523033
2023-02-08,1284452.6245345725
2023-02-09,1282494.8510820263
2023-02-10,1283619.8634047497
2023-02-11,1284160.8333409894
2023-02-12,1281856.011595958
2023-02-13,1282909.720498498
2023-02-14,1285176.9459729758
2023-02-15,1283003.8724347427
2023-02-16,1285410.2133415667
2023-02-17,1286890.742403744
2023-02-18,1289111.6728661647
2023-02-19,1290328.0206442964
2023-02-20,1291285.7309221386
2023-02-21,1297067.029406683
2023-02-22,1297540.070324016
2023-02-23,1293714.0801199523
2023-02-24,1292306.4678343295
2023-02-25,1290397.639875322
2023-02-26,1291881.5905363937
2023-02-27,1293334.1170796142
2023-02-28,1297213.769177617
2023-03-01,1300354.846626936
2023-03-02,1299989.8517075682
2023-03-03,1302660.6335821578
2023-03-04,1306354.6286898025
2023-03-05,1309037.364858384
2023-03-06,1306769.5781583507
2023-03-07,1308433.6518880932
2023-03-08,1310168.0704025386
2023-03-09,1309391.4767711477
2023-03-10,1311496.4604429104
2023-03-11,1312073.737712316
2023-03-12,1313041.137979917
2023-03-13,1316210.8809979514
2023-03-14,1316547.4162915472
2023-03-15,1315360.4931200629
2023-03-16,1319215.0063535124
2023-03-17,1318589.956212095
2023-03-18,1320965.7703425146
2023-03-19,1318954.4474944917
2023-03-20,1319814.4163472475
2023-03-21,1322710.9276567742
2023-03-22,1323205.2417750969
2023-03-23,1322696.8775653746
2023-03-24,1320054.888448049
2023-03-25,1320208.9231268498
2023-03-26,1320306.536715298
2023-03-27,1317784.5396141114
2023-03-28,1322394.1469733168
2023-03-29,1323421.3935612852
2023-03-30,1323512.0760351897
2023-03-31,1324050.2959815494
2023-04-01,1327666.7671327782
2023-04-02,1330713.32817136
2023-04-03,1329853.636003769
2023-04-04,1327984.757527539
2023-04-05,1327075.156980498
2023-04-06,1326440.420025201
2023-04-07,1329024.9824793057
2023-04-08,1329283.1959814453
2023-04-09,1333068.057850395
2023-04-10,1334198.0091809104
2023-04-11,1335105.1337752296
2023-04-12,1335134.7985018166
2023-04-13,1337560.2453198454
2023-04-14,1340581.5360124765
2023-04-15,1339464.1112580693
2023-04-16,1341551.7561542739
2023-04-17,1339681.0851137512
2023-04-18,1340461.2447180655
2023-04-19,1343913.9829260712
2023-04-20,1343560.7130504982
2023-04-21,1344143.8982417278
2023-04-22,1343233.348581171
2023-04-23,1344296.707981001
2023-04-24,1345357.940904509
2023-04-25,1348062.6536557826
2023-04-26,1346242.959287504
2023-04-27,1347663.198198177
2023-04-28,1351702.135909082
2023-04-29,1350769.0500661782
2023-04-30,1354173.7681197068
2023-05-01,1355267.989200001
2023-05-02,1355768.5309970945
2023-05-03,1354112.8910761818
2023-05-04,1359673.6725524478
2023-05-05,1362261.8286029613
2023-05-06,1363306.5722807809
2023-05-07,1364141.2022266055
2023-05-08,1365998.431716409
2023-05-09,1368254.3778377874
2023-05-10,1372608.1695468158
2023-05-11,1372660.5223752628
2023-05-12,1373422.5117156932
2023-05-13,1375381.6075686251
2023-05-14,1374959.3767238525
2023-05-15,1375580.6676679943
2023-05-16,1377717.5932622282
2023-05-17,1378509.279855732
2023-05-18,1380628.0959119252
2023-05-19,1382185.5942886437
2023-05-20,1382357.7866323087
2023-05-21,1380885.481616377
2023-05-22,1383506.975550896
2023-05-23,1380052.5828544965
2023-05-24,1381646.8500414928
2023-05-25,1378846.2675613952
2023-05-26,1384326.5789873772
2023-05-27,1390197.2452705
2023-05-28,1389775.2570453049
2023-05-29,1392680.7790470996
2023-05-30,1393964.3575428345
2023-05-31,1390341.1718383885
2023-06-01,1395133.2624482024
2023-06-02,1394930.8780440886
2023-06-03,1397762.6861423266
2023-06-04,1397545.2369552352
2023-06-05,1398933.8731925078
2023-06-06,1397980.5669631835
2023-06-07,1403147.8735548935
2023-06-08,1402376.6038957983
2023-06-09,1403051.0445960755
2023-06-10,1403732.886126909
2023-06-11,1400652.0628540968
2023-06-12,1399603.0651584698
2023-06-13,1398279.2633468427
2023-06-14,1399276.8586198664
2023-06-15,1399538.4291762938
2023-06-16,1403519.6085565283
2023-06-17,1402892.2482123026
2023-06-18,1405797.5278711126
2023-06-19,1408557.8573442071
2023-06-20,1411659.0876125603
2023-06-21,1410046.1161208998
2023-06-22,1410565.1668280545
2023-06-23,1410934.1526368414
2023-06-24,1417836.9322427844
2023-06-25,1419866.5670493373
2023-06-26,1420589.678097154
2023-06-27,1421863.4721097487
2023-06-28,1423638.0198732952
2023-06-29,1429362.12954568
2023-06-30,1430618.0867786559
2023-07-01,1431895.2291555319
2023-07-02,1431619.8322726279
2023-07-03,1432643.9786560899
2023-07-04,1433046.4199470137
2023-07-05,1437087.3397524045
2023-07-06,1436857.3296167697
2023-07-07,1437629.828065601
2023-07-08,1441080.6110050846
2023-07-09,1441867.648241934
2023-07-10,1441735.8423285354
2023-07-11,1441931.099145219
2023-07-12,1443753.0159793647
2023-07-13,1442932.8152010483
2023-07-14,1442370.9843435795
2023-07-15,1442952.5211925558
2023-07-16,1436762.8081993894
2023-07-17,1435525.9787353573
2023-07-18,1437704.331658283
2023-07-19,1438013.8888678816
2023-07-20,1439914.436967046
2023-07-21,1445755.7786112607
2023-07-22,1444801.5472167388
2023-07-23,1447614.580080762
2023-07-24,1451614.2185990664
2023-07-25,1453922.6905477908
2023-07-26,1459613.583552982
2023-07-27,1459441.8181859562
2023-07-28,1460014.1754098493
2023-07-29,1463266.0585587996
2023-07-30,1464148.8386950106
2023-07-31,1466261.1902410644
2023-08-01,1461212.487474149
2023-08-02,1465268.3464305198
2023-08-03,1464572.2522384848
2023-08-04,1461638.8580350392
2023-08-05,1461151.7535179257
2023-08-06,1462469.1002736492
2023-08-07,1463392.2555472886
2023-08-08,1463581.8976008364
2023-08-09,1459675.498641165
2023-08-10,1457969.9352893457
2023-08-11,1461754.4699249864
2023-08-12,1462265.101745906
2023-08-13,1466083.1443675486
2023-08-14,1471895.0635949618
2023-08-15,1475118.9751036342
2023-08-16,1476008.1883407517
2023-08-17,1479462.1546767845
2023-08-18,1478939.3874615047
2023-08-19,1476843.251474716
2023-08-20,1475982.8591940997
2023-08-21,1475755.39713264
2023-08-22,1470663.9349251154
2023-08-23,1472768.5021824327
2023-08-24,1469213.3688225287
2023-08-25,1472952.860989134
2023-08-26,1478509.4255679327
2023-08-27,1479289.5957059974
2023-08-28,1477325.9120052548
2023-08-29,1481340.9603878348
2023-08-30,1480163.5615062974
2023-08-31,1478279.7620641065
2023-09-01,1479839.685774237
2023-09-02,1475976.4941914435
2023-09-03,1474982.9375188958
2023-09-04,1479243.680154679
2023-09-05,1479397.13280839
2023-09-06,1478527.221292182
2023-09-07,1483931.5867945543
2023-09-08,1478467.997129252
2023-09-09,1479430.3989858984
2023-09-10,1474010.6647792514
2023-09-11,1475701.6214333384
2023-09-12,1475541.145325612
2023-09-13,1478004.5442898765
2023-09-14,1481165.496128671
2023-09-15,1484176.7982241935
2023-09-16,1483963.7812125096
2023-09-17,1490018.1795992053
2023-09-18,1492489.4570280435
2023-09-19,1498472.7845183033
2023-09-20,1505850.3629379973
2023-09-21,1505400.1836929277
2023-09-22,1504711.2837298717
2023-09-23,1500387.1808247273
2023-09-24,1496743.2051530462
2023-09-25,1498015.8871987674
2023-09-26,1499527.4109578095
2023-09-27,1501086.8881930723
2023-09-28,1508006.6566141115
2023-09-29,1511626.1552370198
2023-09-30,1513339.2889247418
2023-10-01,1511031.4293961986
2023-10-02,1510586.9421806715
2023-10-03,1511560.0713079118
2023-10-04,1513185.829316032
2023-10-05,1512674.371154224
2023-10-06,1515334.513467688
2023-10-07,1515762.8374033067
2023-10-08,1514431.4907218695
2023-10-09,1515581.3002429057
2023-10-10,1516351.3321789957
2023-10-11,1517712.371432489
2023-10-12,1519769.7248366997
2023-10-13,1516917.0388775181
2023-10-14,1516996.5601318222
2023-10-15,1519419.4170605664
2023-10-16,1518406.1868301088
2023-10-17,1520407.489460134
2023-10-18,1520441.2665257098
2023-10-19,1516433.6654741594
2023-10-20,1516789.3081014021
2023-10-21,1515830.1813718192
2023-10-22,1517602.8652955887
2023-10-23,1520092.0268044518
2023-10-24,1522414.1929666437
2023-10-25,1524953.4682282105
2023-10-26,1520822.330439217
2023-10-27,1518268.132544112
2023-10-28,1518491.6450428972
2023-10-29,1521249.6403306662
2023-10-30,1521607.7772384726
2023-10-31,1523009.660582558
2023-11-01,1521487.259020231
2023-11-02,1522735.7289590314
2023-11-03,1520840.041136374
2023-11-04,1518101.5392470774
2023-11-05,1520155.9736010788
2023-11-06,1521052.4756696709
2023-11-07,1516052.5316252674
2023-11-08,1518935.3410808626
2023-11-09,1523307.2112771533
2023-11-10,1525658.5047664752
2023-11-11,1524465.4168703924
2023-11-12,1525682.6206429324
2023-11-13,1526006.6711937874
2023-11-14,1529471.3396003346
2023-11-15,1528369.6867288018
2023-11-16,1527780.4595348265
2023-11-17,1526369.4392056058
2023-11-18,1523053.6578839105
2023-11-19,1526519.4839902916
2023-11-20,1526539.0414710676
2023-11-21,1529717.0751364133
2023-11-22,1530081.9125457471
2023-11-23,1532844.0963240957
2023-11-24,1531016.5806756702
2023-11-25,1531691.0492310224
2023-11-26,1533614.4292271056
2023-11-27,1534869.586041972
2023-11-28,1531647.1978295313
2023-11-29,1534750.9798066092
2023-11-30,1537871.8906113666
2023-12-01,1536038.901786468
2023-12-02,1534954.6975681537
2023-12-03,1539436.5264149606
2023-12-04,1535018.160463023
2023-12-05,1535316.780636309
2023-12-06,1537349.9021700104
2023-12-07,1540912.8228421395
2023-12-08,1542739.6165301548
2023-12-09,1545237.5927016921
2023-12-10,1547685.2634713599
2023-12-11,1542597.7467191673
2023-12-12,1543937.7056538062
2023-12-13,1547240.619991159
2023-12-14,1545103.2428307338
2023-12-15,1547047.1249212145
2023-12-16,1552467.1706879751
2023-12-17,1555911.18769143
2023-12-18,1555439.8393057021
2023-12-19,1556511.7570754825
2023-12-20,1556852.1163116994
2023-12-21,1557155.967030376
2023-12-22,1556495.5095147968
2023-12-23,1556792.2750383983
2023-12-24,1556924.904048017
2023-12-25,1556184.2927979315
2023-12-26,1563293.231210191
2023-12-27,1563970.239165129
2023-12-28,1564364.8736118688
2023-12-29,1569806.1444016977
2023-12-30,1573850.7379061491
2023-12-31,1577265.8423798622
2024-01-01,1578240.3593547444
2024-01-02,1580454.393335918
2024-01-03,1581731.9654590087
2024-01-04,1575672.8928861106
2024-01-05,1586527.3575266385
2024-01-06,1589035.6215343708
2024-01-07,1589024.3042062558
2024-01-08,1590130.0785286333
2024-01-09,1585840.0604166104
2024-01-10,1584080.5877686571
2024-01-11,1584838.2308594699
2024-01-12,1583131.0156366206
2024-01-13,1585262.6466239588
2024-01-14,1589256.8832344129
2024-01-15,1590628.5804255172
2024-01-16,1587767.3195187694
2024-01-17,1592273.0855076348
2024-01-18,1595002.1938276566
2024-01-19,1590471.07566062
2024-01-20,1582178.9833994834
2024-01-21,1584310.44331347
2024-01-22,1587285.4251279973
2024-01-23,1586119.3368458853
2024-01-24,1581798.7048725418
2024-01-25,1580042.3164320854
2024-01-26,1581452.8534464494
